"id","moxifloxacin"
"ERR2512556",NA
"ERR2512557",NA
"ERR2512558",NA
"ERR2512559",NA
"ERR2513411",NA
"ERR2512561",NA
"ERR2512562",NA
"ERR2512563",NA
"ERR2512564",NA
"ERR2512565",NA
"ERR2512566",NA
"SRR6044956",NA
"ERR2512567",NA
"ERR2512568",NA
"ERR2512569",NA
"SRR6046812",NA
"ERR2512570",NA
"ERR2512571",NA
"ERR2512572",NA
"ERR2512573",NA
"SRR3675224",NA
"ERR2512574",NA
"ERR2512575",NA
"ERR2512576",NA
"SRR6046668",NA
"ERR2512577",NA
"ERR2512578",NA
"ERR2512579",NA
"ERR2512580",NA
"SRR6045967",NA
"ERR2512581",NA
"ERR2512582",NA
"SRR6045034",NA
"ERR2512583",NA
"ERR2512584",NA
"ERR2512585",NA
"ERR2512586",NA
"ERR2512587",NA
"SRR6046585",NA
"ERR2512588",NA
"ERR2512590",NA
"SRR6045502",NA
"ERR2512591",NA
"ERR2512592",NA
"ERR2512593",NA
"ERR2512594",NA
"ERR2512595",NA
"ERR2512596",NA
"ERR2513907",NA
"ERR2512598",NA
"SRR6045574",NA
"ERR2512599",NA
"ERR2512600",NA
"ERR2512601",NA
"ERR2512602",NA
"ERR2512603",NA
"ERR2512604",NA
"ERR2512605",NA
"ERR2512606",NA
"ERR2512607",NA
"ERR2512608",NA
"ERR2512609",NA
"ERR2512610",NA
"ERR2512611",NA
"ERR2512612",NA
"SRR6045288",NA
"ERR2512613",NA
"ERR2512614",NA
"ERR2512615",NA
"ERR2513464",NA
"SRR6046297",NA
"ERR2512617",NA
"ERR2512618",NA
"ERR2512619",NA
"ERR2513624",NA
"ERR2512621",NA
"SRR6044817",NA
"ERR2512622",NA
"SRR6045841",NA
"SRR6045966",NA
"ERR2512624",NA
"ERR2512625",NA
"SRR6046418",NA
"ERR2512626",NA
"ERR2512627",NA
"ERR2512628",NA
"SRR6045462",NA
"ERR2512629",NA
"ERR2512630",NA
"ERR2512631",NA
"ERR2512632",NA
"ERR2512633",NA
"ERR2512560",NA
"ERR2512635",NA
"ERR2512636",NA
"ERR2512637",NA
"ERR2512638",NA
"ERR2512639",NA
"SRR6046376",NA
"SRR6044909",NA
"SRR6045825",NA
"SRR6046291",NA
"ERR2512640",NA
"SRR6046243",NA
"ERR2512642",NA
"ERR2512643",NA
"ERR2512644",NA
"ERR2512645",NA
"ERR2512646",NA
"ERR2512647",NA
"ERR2512648",NA
"ERR2512649",NA
"SRR6046269",NA
"ERR2512650",NA
"ERR2512651",NA
"ERR2512652",NA
"ERR2512653",NA
"ERR2512654",NA
"ERR2512655",NA
"ERR2512656",NA
"ERR2512657",NA
"ERR2512658",NA
"ERR2512659",NA
"ERR2512660",NA
"ERR2512661",NA
"ERR2512662",NA
"ERR2513783",NA
"ERR2512664",NA
"ERR2512665",NA
"ERR2512666",NA
"ERR2512667",NA
"ERR2512668",NA
"ERR2512669",NA
"ERR2512670",NA
"SRR6045175",NA
"ERR2512671",NA
"SRR6045714",NA
"ERR2512672",NA
"ERR2513305",NA
"ERR2512674",NA
"SRR6046902",NA
"ERR2512675",NA
"ERR2512676",NA
"ERR2512677",NA
"ERR2512678",NA
"ERR2512679",NA
"ERR2512680",NA
"ERR2512681",NA
"ERR2512682",NA
"SRR6046827",NA
"ERR2512683",NA
"ERR2512684",NA
"ERR2512685",NA
"ERR2512686",NA
"SRR6045472",NA
"ERR2512687",NA
"ERR2512688",NA
"SRR6045993",NA
"ERR2512689",NA
"ERR2512690",NA
"SRR6045024",NA
"ERR2513583",NA
"ERR2512692",NA
"ERR2512693",NA
"SRR6046159",NA
"ERR2512694",NA
"ERR2512695",NA
"ERR2512696",NA
"ERR2512391",NA
"ERR2512698",NA
"ERR2512699",NA
"ERR2512700",NA
"ERR2512397",NA
"SRR6045255",NA
"ERR2512702",NA
"ERR2512765",NA
"ERR2512704",NA
"ERR2512705",NA
"ERR2512706",NA
"ERR2512707",NA
"ERR2512708",NA
"ERR2512709",NA
"ERR2512710",NA
"ERR2512711",NA
"ERR2512712",NA
"ERR2512713",NA
"ERR2512714",NA
"ERR2512715",NA
"SRR6045012",NA
"ERR2512716",NA
"ERR2512814",NA
"ERR2512718",NA
"ERR2512719",NA
"ERR2512720",NA
"ERR2512547",NA
"ERR2512722",NA
"ERR2512723",NA
"ERR2512724",NA
"ERR2512725",NA
"SRR6045417",NA
"ERR2512726",NA
"ERR2512727",NA
"ERR2512728",NA
"ERR2512729",NA
"ERR2512730",NA
"SRR6046088",NA
"ERR2512731",NA
"ERR2512732",NA
"SRR6045741",NA
"SRR6046149",NA
"ERR2512733",NA
"SRR6045185",NA
"ERR2512734",NA
"SRR6046710",NA
"ERR2512735",NA
"SRR6045072",NA
"ERR2512736",NA
"SRR6046628",NA
"ERR2512737",NA
"ERR2512738",NA
"ERR2512739",NA
"ERR2512740",NA
"ERR2512741",NA
"ERR2512742",NA
"ERR2512743",NA
"ERR2512744",NA
"ERR2512745",NA
"SRR6045971",NA
"ERR2512746",NA
"SRR6046190",NA
"ERR2512747",NA
"ERR2512748",NA
"ERR2512749",NA
"ERR2512750",NA
"SRR6046706",NA
"SRR6045790",NA
"ERR2512751",NA
"ERR2512752",NA
"ERR2512753",NA
"ERR2512754",NA
"SRR6044873",NA
"ERR2512755",NA
"ERR2512756",NA
"ERR2512757",NA
"ERR2512758",NA
"ERR2512759",NA
"ERR2512760",NA
"ERR2512761",NA
"ERR2512762",NA
"SRR6045726",NA
"ERR2512763",NA
"ERR2512764",NA
"ERR2512406",NA
"ERR2512766",NA
"SRR6045739",NA
"ERR2512767",NA
"ERR2512768",NA
"ERR2512769",NA
"ERR2512770",NA
"ERR2512771",NA
"ERR2512772",NA
"ERR2512773",NA
"SRR6046544",NA
"ERR2512774",NA
"SRR6046082",NA
"ERR2512775",NA
"ERR2512776",NA
"ERR2512777",NA
"ERR2512778",NA
"ERR2512779",NA
"ERR2512780",NA
"ERR2512781",NA
"ERR2512782",NA
"SRR6044821",NA
"ERR2512783",NA
"ERR2512784",NA
"ERR2512785",NA
"ERR2512786",NA
"ERR2512787",NA
"ERR2512788",NA
"ERR2512789",NA
"ERR2512790",NA
"ERR2512791",NA
"ERR2512792",NA
"ERR2512793",NA
"ERR2512794",NA
"SRR6046354",NA
"ERR2512795",NA
"SRR6046093",NA
"ERR2512796",NA
"ERR2512797",NA
"SRR6045022",NA
"ERR2512798",NA
"ERR2512799",NA
"ERR2512800",NA
"ERR2512801",NA
"ERR2512802",NA
"ERR2512803",NA
"ERR2512804",NA
"ERR2512805",NA
"ERR2512806",NA
"ERR2512807",NA
"ERR2512808",NA
"ERR2512809",NA
"SRR6045559",NA
"SRR6045810",NA
"ERR2512810",NA
"ERR2512811",NA
"ERR2512812",NA
"ERR2512813",NA
"SRR6044889",NA
"ERR2513337",NA
"ERR2512815",NA
"ERR2512816",NA
"ERR2512817",NA
"ERR2512818",NA
"ERR2512819",NA
"SRR6045065",NA
"SRR6044904",NA
"ERR2512820",NA
"ERR2512821",NA
"ERR2512822",NA
"ERR2512823",NA
"ERR2512824",NA
"ERR2512825",NA
"ERR2512826",NA
"SRR6046575",NA
"ERR2512827",NA
"ERR2512828",NA
"SRR6045343",NA
"ERR2512829",NA
"SRR6046192",NA
"ERR2512830",NA
"ERR2512831",NA
"SRR6046258",NA
"SRR6046248",NA
"ERR2512832",NA
"ERR2512833",NA
"SRR6046901",NA
"ERR2512834",NA
"ERR2512835",NA
"ERR2512836",NA
"ERR2512837",NA
"ERR2512838",NA
"SRR6045197",NA
"ERR2512839",NA
"ERR2512840",NA
"ERR2512841",NA
"ERR2512842",NA
"SRR6045261",NA
"ERR2512843",NA
"ERR2512844",NA
"ERR2512845",NA
"ERR2512846",NA
"ERR2512847",NA
"ERR2512848",NA
"ERR2512849",NA
"ERR2512850",NA
"ERR2512851",NA
"ERR2512852",NA
"ERR2512853",NA
"ERR2512854",NA
"SRR6044937",NA
"ERR2512855",NA
"SRR6046236",NA
"ERR2512856",NA
"ERR2512857",NA
"SRR6045806",NA
"ERR2512858",NA
"SRR6045424",NA
"ERR2512859",NA
"ERR2512860",NA
"ERR2512861",NA
"ERR2512862",NA
"ERR2512864",NA
"ERR2512865",NA
"ERR2512866",NA
"ERR2512867",NA
"ERR2512868",NA
"ERR2512673",NA
"SRR6046475",NA
"ERR2512870",NA
"ERR2512871",NA
"SRR6046413",NA
"ERR2512872",NA
"ERR2512873",NA
"ERR2512874",NA
"ERR2512875",NA
"ERR2512876",NA
"ERR2512877",NA
"ERR2512396",NA
"ERR2512879",NA
"ERR2512880",NA
"SRR6045873",NA
"SRR6044919",NA
"ERR2512881",NA
"ERR2512882",NA
"ERR2512883",NA
"ERR2512884",NA
"ERR2512885",NA
"ERR2512886",NA
"SRR6046481",NA
"ERR2512887",NA
"ERR2513712",NA
"SRR6046895",NA
"SRR6045243",NA
"ERR2512889",NA
"ERR2512890",NA
"ERR2512891",NA
"ERR2512892",NA
"ERR2512893",NA
"ERR2512894",NA
"ERR2512895",NA
"ERR2512896",NA
"ERR2512897",NA
"ERR2512898",NA
"ERR2512899",NA
"SRR6046405",NA
"ERR2512900",NA
"ERR2512901",NA
"ERR2512902",NA
"SRR6046891",NA
"SRR6045691",NA
"ERR2512903",NA
"ERR2512904",NA
"ERR2512905",NA
"ERR2512906",NA
"ERR2512907",NA
"SRR6045316",NA
"SRR6045148",NA
"ERR2512908",NA
"ERR2512909",NA
"SRR6045135",NA
"ERR2512910",NA
"SRR6046177",NA
"ERR2512911",NA
"ERR2512912",NA
"ERR2512913",NA
"ERR2512914",NA
"ERR2512915",NA
"ERR2512916",NA
"SRR6046865",NA
"ERR2512917",NA
"ERR2512918",NA
"ERR2512919",NA
"ERR2512920",NA
"ERR2512921",NA
"SRR6046634",NA
"ERR2512922",NA
"ERR2512923",NA
"ERR2512924",NA
"ERR2512925",NA
"ERR2512926",NA
"SRR6046786",NA
"SRR6045447",NA
"SRR6045284",NA
"ERR2512927",NA
"ERR2512928",NA
"SRR6046553",NA
"ERR2512929",NA
"SRR6045905",NA
"ERR2512930",NA
"ERR2512931",NA
"ERR2512932",NA
"SRR6045000",NA
"ERR2512933",NA
"ERR2512934",NA
"ERR2512935",NA
"SRR6044912",NA
"SRR6045584",NA
"SRR6045915",NA
"ERR2512936",NA
"SRR6045529",NA
"SRR6045165",NA
"ERR2512937",NA
"ERR2512938",NA
"ERR2512939",NA
"ERR2512940",NA
"ERR2512941",NA
"ERR2512942",NA
"ERR2512943",NA
"ERR2512944",NA
"SRR6045106",NA
"ERR2512945",NA
"ERR2512946",NA
"ERR2512947",NA
"ERR2512948",NA
"SRR6046034",NA
"SRR6046246",NA
"ERR2512949",NA
"ERR2512412",NA
"ERR2512951",NA
"ERR2512952",NA
"ERR2512953",NA
"ERR2512954",NA
"ERR2512955",NA
"ERR2512956",NA
"ERR2512957",NA
"ERR2512958",NA
"SRR6046329",NA
"ERR2512959",NA
"ERR2512960",NA
"ERR2512961",NA
"ERR2512962",NA
"SRR6046002",NA
"ERR2512963",NA
"SRR6044896",NA
"ERR2512964",NA
"ERR2512965",NA
"SRR6045781",NA
"ERR2512966",NA
"ERR2512967",NA
"ERR2512968",NA
"ERR2512969",NA
"ERR2512970",NA
"ERR2512971",NA
"ERR2512972",NA
"ERR2512974",NA
"ERR2512975",NA
"ERR2512976",NA
"ERR2512977",NA
"ERR2512978",NA
"SRR6045715",NA
"ERR2512979",NA
"ERR2512980",NA
"ERR2512981",NA
"ERR2512982",NA
"ERR2512983",NA
"SRR6045805",NA
"SRR6044858",NA
"ERR2512985",NA
"ERR2512986",NA
"ERR2512987",NA
"ERR2512988",NA
"SRR6045163",NA
"SRR6046484",NA
"ERR2512989",NA
"ERR2512990",NA
"ERR2512991",NA
"ERR2512992",NA
"SRR6045833",NA
"ERR2512993",NA
"ERR2512994",NA
"ERR2512995",NA
"ERR2512996",NA
"ERR2512997",NA
"SRR6046639",NA
"ERR2512998",NA
"SRR6045696",NA
"ERR2512999",NA
"ERR2513000",NA
"ERR2513001",NA
"SRR6045991",NA
"ERR2513002",NA
"ERR2513003",NA
"ERR2513004",NA
"ERR2513005",NA
"ERR2513006",NA
"ERR2513007",NA
"SRR6044964",NA
"ERR2513008",NA
"ERR2513009",NA
"ERR2513010",NA
"ERR2513011",NA
"ERR2513012",NA
"ERR2513013",NA
"SRR6046613",NA
"ERR2513014",NA
"ERR2513015",NA
"ERR2513016",NA
"ERR2513514",NA
"ERR2513018",NA
"ERR2513403",NA
"ERR2513020",NA
"ERR2512402",NA
"SRR6045309",NA
"ERR2513022",NA
"SRR6045455",NA
"ERR2513023",NA
"SRR6045144",NA
"ERR2513024",NA
"ERR2513025",NA
"SRR6045753",NA
"ERR2513026",NA
"SRR6045046",NA
"ERR2513027",NA
"ERR2513028",NA
"SRR6045142",NA
"ERR2513029",NA
"ERR2513030",NA
"ERR2513031",NA
"ERR2513032",NA
"ERR2513226",NA
"ERR2513034",NA
"ERR2513036",NA
"SRR6045837",NA
"SRR6046288",NA
"SRR6045366",NA
"ERR2513037",NA
"SRR6045591",NA
"SRR6045640",NA
"ERR2513038",NA
"ERR2513039",NA
"ERR2513040",NA
"ERR2513041",NA
"ERR2513042",NA
"SRR6045768",NA
"SRR6045245",NA
"ERR2513043",NA
"ERR2513044",NA
"ERR2513045",NA
"ERR2513046",NA
"ERR2513731",NA
"ERR2513048",NA
"ERR2513049",NA
"ERR2513050",NA
"ERR2513051",NA
"ERR2513052",NA
"SRR6046695",NA
"ERR2513053",NA
"ERR2513054",NA
"ERR2513055",NA
"SRR6046662",NA
"ERR2513056",NA
"SRR6046016",NA
"ERR2513057",NA
"SRR6045758",NA
"ERR2513058",NA
"ERR2513059",NA
"ERR2513060",NA
"ERR2513061",NA
"ERR2513062",NA
"ERR2513063",NA
"ERR2513064",NA
"SRR6044933",NA
"SRR6044955",NA
"ERR2513065",NA
"ERR2513066",NA
"SRR6045271",NA
"ERR2513067",NA
"ERR2513068",NA
"SRR6046530",NA
"ERR2513069",NA
"ERR2513070",NA
"ERR2513071",NA
"ERR2513072",NA
"ERR2513035",NA
"ERR2513074",NA
"SRR6045520",NA
"ERR2513075",NA
"ERR2513076",NA
"ERR2513077",NA
"ERR2513078",NA
"ERR2513079",NA
"ERR2513080",NA
"ERR2513081",NA
"SRR6045089",NA
"ERR2513082",NA
"SRR6046894",NA
"ERR2513083",NA
"ERR2513084",NA
"ERR2513085",NA
"ERR2513086",NA
"ERR2513087",NA
"ERR2513088",NA
"ERR2513089",NA
"ERR2513090",NA
"SRR6044837",NA
"ERR2513091",NA
"SRR6045670",NA
"ERR2513092",NA
"SRR6046848",NA
"ERR2513093",NA
"ERR2513094",NA
"ERR2513095",NA
"ERR2513096",NA
"SRR6044803",NA
"ERR2513097",NA
"ERR2513098",NA
"ERR2513099",NA
"ERR2513100",NA
"ERR2513101",NA
"ERR2513102",NA
"ERR2513103",NA
"ERR2513104",NA
"SRR6046369",NA
"ERR2513105",NA
"SRR6046098",NA
"ERR2513106",NA
"ERR2513107",NA
"ERR2513108",NA
"ERR2513109",NA
"ERR2513110",NA
"ERR2513111",NA
"SRR6045880",NA
"ERR2513112",NA
"ERR2513113",NA
"SRR6046193",NA
"ERR2513114",NA
"ERR2513115",NA
"ERR2513116",NA
"ERR2513117",NA
"ERR2513118",NA
"ERR2513119",NA
"ERR2513120",NA
"ERR2513121",NA
"ERR2513122",NA
"ERR2513123",NA
"ERR2513124",NA
"ERR2513125",NA
"ERR2513126",NA
"ERR2513127",NA
"ERR2513128",NA
"ERR2513129",NA
"ERR2513130",NA
"ERR2513131",NA
"SRR6045557",NA
"ERR2513132",NA
"ERR2513133",NA
"ERR2513134",NA
"ERR2513135",NA
"ERR2513136",NA
"ERR2513137",NA
"ERR2513138",NA
"ERR2513139",NA
"ERR2513140",NA
"ERR2513141",NA
"ERR2513142",NA
"SRR6046127",NA
"ERR2513143",NA
"ERR2513144",NA
"SRR6045689",NA
"ERR2513145",NA
"ERR2513146",NA
"ERR2513147",NA
"ERR2513148",NA
"ERR2513149",NA
"ERR2513150",NA
"SRR6045556",NA
"ERR2513151",NA
"SRR6045932",NA
"ERR2513152",NA
"ERR2513153",NA
"ERR2513154",NA
"ERR2513155",NA
"ERR2513019",NA
"ERR2513157",NA
"ERR2513158",NA
"ERR2513159",NA
"ERR2513160",NA
"ERR2513161",NA
"ERR2513162",NA
"ERR2513163",NA
"ERR2513164",NA
"ERR2513165",NA
"ERR2513166",NA
"ERR2513167",NA
"ERR2513168",NA
"ERR2513169",NA
"ERR2513170",NA
"ERR2513171",NA
"ERR2513172",NA
"ERR2513173",NA
"ERR2513174",NA
"SRR6046137",NA
"ERR2513175",NA
"ERR2513176",NA
"ERR2513177",NA
"ERR2513178",NA
"SRR6046888",NA
"ERR2513179",NA
"ERR2513180",NA
"ERR2513181",NA
"ERR2513182",NA
"ERR2513183",NA
"ERR2513184",NA
"ERR2513185",NA
"ERR2513186",NA
"SRR6046730",NA
"ERR2513187",NA
"ERR2513188",NA
"ERR2513189",NA
"ERR2513190",NA
"ERR2513191",NA
"SRR6045200",NA
"ERR2513192",NA
"ERR2513193",NA
"SRR6046558",NA
"ERR2513194",NA
"ERR2513195",NA
"ERR2513196",NA
"ERR2513197",NA
"ERR2513198",NA
"ERR2513199",NA
"ERR2513200",NA
"ERR2513201",NA
"ERR2513202",NA
"ERR2513203",NA
"SRR6046222",NA
"ERR2513204",NA
"ERR2513205",NA
"ERR2513206",NA
"ERR2513207",NA
"ERR2513208",NA
"SRR6045400",NA
"ERR2512480",NA
"ERR2513210",NA
"ERR2513211",NA
"ERR2513212",NA
"SRR6046762",NA
"SRR6045496",NA
"ERR2513213",NA
"ERR2513214",NA
"ERR2512878",NA
"ERR2513216",NA
"SRR3675285",NA
"ERR2513217",NA
"ERR2513218",NA
"ERR2513219",NA
"ERR2513220",NA
"ERR2513221",NA
"ERR2513222",NA
"ERR2513223",NA
"ERR2513224",NA
"ERR2513225",NA
"SRR6045549",NA
"ERR2513227",NA
"ERR2513228",NA
"ERR2513229",NA
"ERR2512409",NA
"ERR2513231",NA
"ERR2513232",NA
"ERR2513233",NA
"ERR2513234",NA
"ERR2513235",NA
"ERR2513236",NA
"ERR2513237",NA
"ERR2513238",NA
"ERR2513239",NA
"ERR2513240",NA
"ERR2513241",NA
"ERR2513242",NA
"ERR2513243",NA
"ERR2513244",NA
"SRR6046081",NA
"ERR2513245",NA
"ERR2513246",NA
"ERR2513247",NA
"ERR2513248",NA
"SRR6046064",NA
"ERR2513975",NA
"ERR2513250",NA
"SRR6046287",NA
"ERR2513251",NA
"SRR6046790",NA
"ERR2513252",NA
"ERR2513253",NA
"ERR2513254",NA
"ERR2513255",NA
"SRR6045843",NA
"ERR2513256",NA
"ERR2513257",NA
"ERR2513258",NA
"SRR6045338",NA
"ERR2513259",NA
"ERR2513260",NA
"SRR6046173",NA
"SRR6046434",NA
"ERR2513261",NA
"ERR2513262",NA
"ERR2513263",NA
"ERR2513264",NA
"ERR2513265",NA
"SRR6046905",NA
"SRR6046398",NA
"ERR2513266",NA
"ERR2513267",NA
"ERR2513268",NA
"SRR6045774",NA
"ERR2513269",NA
"ERR2513270",NA
"ERR2512691",NA
"ERR2513272",NA
"ERR2513273",NA
"ERR2513274",NA
"ERR2513275",NA
"ERR2513276",NA
"ERR2513277",NA
"ERR2513278",NA
"SRR6046716",NA
"ERR2513279",NA
"ERR2513280",NA
"ERR2513281",NA
"SRR6046632",NA
"ERR2513282",NA
"SRR6045749",NA
"ERR2513283",NA
"ERR2513284",NA
"SRR6046135",NA
"ERR2513285",NA
"SRR6045628",NA
"ERR2513286",NA
"ERR2513287",NA
"ERR2513288",NA
"SRR6045039",NA
"ERR2513289",NA
"ERR2513290",NA
"ERR2513291",NA
"ERR2513292",NA
"SRR6046090",NA
"ERR2513293",NA
"ERR2513294",NA
"ERR2513295",NA
"ERR2513296",NA
"ERR2513297",NA
"SRR6045396",NA
"ERR2513298",NA
"ERR2513299",NA
"ERR2513300",NA
"ERR2513301",NA
"ERR2513302",NA
"ERR2513303",NA
"ERR2513304",NA
"SRR6045900",NA
"ERR2513638",NA
"ERR2513306",NA
"ERR2513307",NA
"ERR2513308",NA
"ERR2513309",NA
"ERR2513310",NA
"ERR2513311",NA
"ERR2513312",NA
"ERR2513313",NA
"ERR2512410",NA
"SRR6045057",NA
"ERR2513315",NA
"ERR2513316",NA
"ERR2513317",NA
"SRR6045613",NA
"SRR6045516",NA
"ERR2513318",NA
"ERR2513319",NA
"ERR2513320",NA
"SRR6045173",NA
"SRR6045430",NA
"ERR2513321",NA
"SRR6045734",NA
"ERR2513322",NA
"ERR2513323",NA
"ERR2513324",NA
"ERR2513325",NA
"ERR2513326",NA
"ERR2513327",NA
"ERR2513328",NA
"ERR2513329",NA
"ERR2513330",NA
"ERR2513331",NA
"ERR2513332",NA
"SRR6046072",NA
"ERR2513532",NA
"SRR6044981",NA
"ERR2513334",NA
"ERR2513335",NA
"ERR2513336",NA
"ERR2512717",NA
"ERR2513338",NA
"ERR2513339",NA
"ERR2513340",NA
"SRR6046279",NA
"ERR2513341",NA
"ERR2513342",NA
"ERR2513343",NA
"ERR2513344",NA
"ERR2513345",NA
"ERR2513346",NA
"ERR2513347",NA
"ERR2513348",NA
"ERR2513349",NA
"ERR2513350",NA
"ERR2513351",NA
"ERR2513352",NA
"ERR2513353",NA
"ERR2513354",NA
"ERR2513355",NA
"ERR2513356",NA
"ERR2513357",NA
"ERR2513358",NA
"ERR2513359",NA
"SRR6045890",NA
"ERR2513360",NA
"ERR2513361",NA
"ERR2513362",NA
"ERR2513363",NA
"SRR6045942",NA
"ERR2513364",NA
"ERR2513365",NA
"SRR6045590",NA
"ERR2513366",NA
"SRR6046496",NA
"ERR2512540",NA
"ERR2513368",NA
"ERR2513369",NA
"ERR2513370",NA
"ERR2513371",NA
"ERR2512620",NA
"ERR2513373",NA
"ERR2513374",NA
"ERR2513375",NA
"ERR2513376",NA
"ERR2513377",NA
"ERR2513378",NA
"ERR2513379",NA
"ERR2513380",NA
"ERR2513381",NA
"ERR2513383",NA
"ERR2513384",NA
"ERR2513385",NA
"ERR2513386",NA
"ERR2513832",NA
"SRR6044784",NA
"ERR2513388",NA
"ERR2513389",NA
"ERR2513390",NA
"ERR2513391",NA
"ERR2513392",NA
"ERR2513393",NA
"ERR2513394",NA
"SRR6044989",NA
"SRR6045043",NA
"ERR2513395",NA
"SRR6046841",NA
"ERR2513396",NA
"ERR2513397",NA
"SRR6046285",NA
"ERR2513398",NA
"ERR2513399",NA
"ERR2513230",NA
"ERR2513401",NA
"ERR2513402",NA
"SRR6046796",NA
"SRR6045342",NA
"ERR2513156",NA
"ERR2513404",NA
"ERR2513405",NA
"ERR2513406",NA
"ERR2513407",NA
"SRR6046122",NA
"ERR2513408",NA
"ERR2512405",NA
"SRR6046483",NA
"ERR2513410",NA
"ERR2513412",NA
"ERR2513413",NA
"ERR2513414",NA
"ERR2513415",NA
"SRR6045210",NA
"ERR2513416",NA
"SRR6045803",NA
"ERR2513417",NA
"ERR2513418",NA
"ERR2513419",NA
"ERR2513420",NA
"ERR2513422",NA
"SRR6046051",NA
"SRR6045092",NA
"ERR2513423",NA
"SRR6045495",NA
"ERR2513424",NA
"ERR2513425",NA
"SRR6044946",NA
"ERR2513426",NA
"ERR2513427",NA
"ERR2513428",NA
"ERR2513429",NA
"ERR2513430",NA
"ERR2513431",NA
"SRR3675361",NA
"ERR2513432",NA
"SRR6044775",NA
"ERR2513433",NA
"SRR6046735",NA
"ERR2513434",NA
"ERR2513435",NA
"ERR2513436",NA
"ERR2513437",NA
"SRR6046374",NA
"ERR2513438",NA
"SRR6046048",NA
"ERR2513439",NA
"SRR6045326",NA
"ERR2513440",NA
"SRR6046766",NA
"ERR2513441",NA
"ERR2513442",NA
"ERR2513443",NA
