"id","pyrazinamide"
"ERR2512825",0
"ERR2512826",0
"SRR6046575",0
"ERR2512827",0
"ERR2512828",0
"SRR6045343",0
"ERR2512829",0
"SRR6046192",0
"ERR2512830",0
"ERR2512831",0
"SRR6046258",0
"SRR6046248",0
"ERR2512832",0
"ERR2512833",0
"SRR6046901",0
"ERR2512834",0
"ERR2512835",0
"ERR2512836",0
"ERR2512837",0
"ERR2512838",1
"SRR6045197",0
"ERR2512839",1
"ERR2512840",0
"ERR2512841",NA
"ERR2512842",0
"SRR6045261",0
"ERR2512843",0
"ERR2512844",0
"ERR2512845",0
"ERR2512846",0
"ERR2512847",0
"ERR2512848",0
"ERR2512849",0
"ERR2512850",0
"ERR2512851",0
"ERR2512852",0
"ERR2512853",0
"ERR2512854",0
"SRR6044937",0
"ERR2512855",0
"SRR6046236",0
"ERR2512856",0
"ERR2512857",0
"SRR6045806",1
"ERR2512858",0
"SRR6045424",0
"ERR2512859",0
"ERR2512860",0
"ERR2512861",0
"ERR2512862",0
"ERR2512864",0
"ERR2512865",0
"ERR2512866",0
"ERR2512867",0
"ERR2512868",0
"ERR2512673",0
"SRR6046475",0
"ERR2512870",0
"ERR2512871",0
"SRR6046413",0
"ERR2512872",0
"ERR2512873",0
"ERR2512874",0
"ERR2512875",0
"ERR2512876",0
"ERR2512877",0
"ERR2512396",0
"ERR2512879",0
"ERR2512880",0
"SRR6045873",0
"SRR6044919",1
"ERR2512881",0
"ERR2512882",1
"ERR2512883",0
"ERR2512884",0
"ERR2512885",0
"ERR2512886",0
"SRR6046481",0
"ERR2512887",0
"ERR2513712",0
"SRR6046895",0
"SRR6045243",NA
"ERR2512889",0
"ERR2512890",0
"ERR2512891",0
"ERR2512892",0
"ERR2512893",0
"ERR2512894",0
"ERR2512895",0
"ERR2512896",0
"ERR2512897",0
"ERR2512898",0
"ERR2512899",0
"SRR6046405",0
"ERR2512900",0
"ERR2512901",0
"ERR2512902",0
"SRR6046891",0
"SRR6045691",0
"ERR2512903",0
"ERR2512904",0
"ERR2512905",0
"ERR2512906",0
"ERR2512907",0
"SRR6045316",0
"SRR6045148",0
"ERR2512908",0
"ERR2512909",0
"SRR6045135",0
"ERR2512910",0
"SRR6046177",0
"ERR2512911",0
"ERR2512912",0
"ERR2512913",0
"ERR2512914",0
"ERR2512915",0
"ERR2512916",0
"SRR6046865",0
"ERR2512917",0
"ERR2512918",0
"ERR2512919",0
"ERR2512920",0
"ERR2512921",0
"SRR6046634",0
"ERR2512922",0
"ERR2512923",NA
"ERR2512924",0
"ERR2512925",0
"ERR2512926",0
"SRR6046786",0
"SRR6045447",0
"SRR6045284",0
"ERR2512927",0
"ERR2512928",0
"SRR6046553",0
"ERR2512929",0
"SRR6045905",0
"ERR2512930",0
"ERR2512931",1
"ERR2512932",0
"SRR6045000",NA
"ERR2512933",0
"ERR2512934",0
"ERR2512935",0
"SRR6044912",0
"SRR6045584",0
"SRR6045915",NA
"ERR2512936",0
"SRR6045529",0
"SRR6045165",0
"ERR2512937",0
"ERR2512938",0
"ERR2512939",0
"ERR2512940",0
"ERR2512941",NA
"ERR2512942",0
"ERR2512943",0
"ERR2512944",0
"SRR6045106",0
"ERR2512945",0
"ERR2512946",0
"ERR2512947",0
"ERR2512948",0
"SRR6046034",NA
"SRR6046246",0
"ERR2512949",0
"ERR2512412",0
"ERR2512951",0
"ERR2512952",0
"ERR2512953",0
"ERR2512954",1
"ERR2512955",0
"ERR2512956",1
"ERR2512957",0
"ERR2512958",0
"SRR6046329",0
"ERR2512959",0
"ERR2512960",0
"ERR2512961",0
"ERR2512962",1
"SRR6046002",0
"ERR2512963",0
"SRR6044896",0
"ERR2512964",0
"ERR2512965",0
"SRR6045781",0
"ERR2512966",0
"ERR2512967",0
"ERR2512968",0
"ERR2512969",0
"ERR2512970",0
"ERR2512971",0
"ERR2512972",NA
"ERR2512974",0
"ERR2512975",1
"ERR2512976",0
"ERR2512977",0
"ERR2512978",0
"SRR6045715",0
"ERR2512979",1
"ERR2512980",0
"ERR2512981",0
"ERR2512982",0
"ERR2512983",0
"SRR6045805",0
"SRR6044858",0
"ERR2512985",0
"ERR2512986",0
"ERR2512987",0
"ERR2512988",0
"SRR6045163",0
"SRR6046484",0
"ERR2512989",0
"ERR2512990",0
"ERR2512991",0
"ERR2512992",0
"SRR6045833",0
"ERR2512993",0
"ERR2512994",0
"ERR2512995",NA
"ERR2512996",0
"ERR2512997",0
"SRR6046639",0
"ERR2512998",0
"SRR6045696",0
"ERR2512999",0
"ERR2513000",0
"ERR2513001",0
"SRR6045991",0
"ERR2513002",0
"ERR2513003",0
"ERR2513004",0
"ERR2513005",0
"ERR2513006",0
"ERR2513007",0
"SRR6044964",0
"ERR2513008",0
"ERR2513009",0
"ERR2513010",0
"ERR2513011",0
"ERR2513012",0
"ERR2513013",0
"SRR6046613",0
"ERR2513014",0
"ERR2513015",0
"ERR2513016",0
"ERR2513514",0
"ERR2513018",0
"ERR2513403",0
"ERR2513020",0
"ERR2512402",0
"SRR6045309",0
"ERR2513022",0
"SRR6045455",0
"ERR2513023",0
"SRR6045144",0
"ERR2513024",0
"ERR2513025",0
"SRR6045753",0
"ERR2513026",NA
"SRR6045046",0
"ERR2513027",0
"ERR2513028",0
"SRR6045142",0
"ERR2513029",0
"ERR2513030",0
"ERR2513031",0
"ERR2513032",0
"ERR2513226",0
"ERR2513034",1
"ERR2513036",0
"SRR6045837",0
"SRR6046288",0
"SRR6045366",0
"ERR2513037",0
"SRR6045591",0
"SRR6045640",0
"ERR2513038",0
"ERR2513039",0
"ERR2513040",0
"ERR2513041",0
"ERR2513042",0
"SRR6045768",0
"SRR6045245",NA
"ERR2513043",0
"ERR2513044",0
"ERR2513045",0
"ERR2513046",0
"ERR2513731",0
"ERR2513048",0
"ERR2513049",0
"ERR2513050",0
"ERR2513051",0
"ERR2513052",0
"SRR6046695",0
"ERR2513053",0
"ERR2513054",0
"ERR2513055",0
"SRR6046662",NA
"ERR2513056",0
"SRR6046016",0
"ERR2513057",0
"SRR6045758",0
"ERR2513058",0
"ERR2513059",0
"ERR2513060",0
"ERR2513061",0
"ERR2513062",0
"ERR2513063",0
"ERR2513064",0
"SRR6044933",0
"SRR6044955",0
"ERR2513065",0
"ERR2513066",0
"SRR6045271",0
"ERR2513067",0
"ERR2513068",0
"SRR6046530",1
"ERR2513069",0
"ERR2513070",0
"ERR2513071",NA
"ERR2513072",0
"ERR2513035",0
"ERR2513074",0
"SRR6045520",0
"ERR2513075",0
"ERR2513076",0
"ERR2513077",0
"ERR2513078",0
"ERR2513079",0
"ERR2513080",0
"ERR2513081",0
"SRR6045089",0
"ERR2513082",0
"SRR6046894",0
"ERR2513083",0
"ERR2513084",0
"ERR2513085",0
"ERR2513086",0
"ERR2513087",0
"ERR2513088",0
"ERR2513089",0
"ERR2513090",0
"SRR6044837",NA
"ERR2513091",0
"SRR6045670",0
"ERR2513092",0
"SRR6046848",0
"ERR2513093",0
"ERR2513094",0
"ERR2513095",0
"ERR2513096",0
"SRR6044803",0
"ERR2513097",0
"ERR2513098",0
"ERR2513099",0
"ERR2513100",0
"ERR2513101",0
"ERR2513102",0
"ERR2513103",0
"ERR2513104",NA
"SRR6046369",0
"ERR2513105",0
"SRR6046098",0
"ERR2513106",0
"ERR2513107",0
"ERR2513108",0
"ERR2513109",0
"ERR2513110",0
"ERR2513111",0
"SRR6045880",0
"ERR2513112",0
"ERR2513113",0
"SRR6046193",0
"ERR2513114",0
"ERR2513115",0
"ERR2513116",0
"ERR2513117",0
"ERR2513118",0
"ERR2513119",0
"ERR2513120",0
"ERR2513121",0
"ERR2513122",0
"ERR2513123",0
"ERR2513124",0
"ERR2513125",0
"ERR2513126",1
"ERR2513127",0
"ERR2513128",0
"ERR2513129",0
"ERR2513130",0
"ERR2513131",0
"SRR6045557",0
"ERR2513132",0
"ERR2513133",0
"ERR2513134",0
"ERR2513135",0
"ERR2513136",0
"ERR2513137",0
"ERR2513138",1
"ERR2513139",0
"ERR2513140",0
"ERR2513141",0
"ERR2513142",0
"SRR6046127",0
"ERR2513143",0
"ERR2513144",0
"SRR6045689",0
"ERR2513145",0
"ERR2513146",0
"ERR2513147",0
"ERR2513148",0
"ERR2513149",0
"ERR2513150",0
"SRR6045556",0
"ERR2513151",0
"SRR6045932",0
"ERR2513152",0
"ERR2513153",0
"ERR2513154",0
"ERR2513155",0
"ERR2513019",0
"ERR2513157",0
"ERR2513158",0
"ERR2513159",0
"ERR2513160",NA
"ERR2513161",0
"ERR2513162",0
"ERR2513163",NA
"ERR2513164",0
"ERR2513165",0
"ERR2513166",0
"ERR2513167",0
"ERR2513168",0
"ERR2513169",0
"ERR2513170",0
"ERR2513171",0
"ERR2513172",0
"ERR2513173",0
"ERR2513174",0
"SRR6046137",0
"ERR2513175",0
"ERR2513176",0
"ERR2513177",0
"ERR2513178",0
"SRR6046888",1
"ERR2513179",0
"ERR2513180",0
"ERR2513181",NA
"ERR2513182",0
"ERR2513183",0
"ERR2513184",0
"ERR2513185",0
"ERR2513186",0
"SRR6046730",0
"ERR2513187",0
"ERR2513188",0
"ERR2513189",0
"ERR2513190",0
"ERR2513191",0
"SRR6045200",0
"ERR2513192",0
"ERR2513193",0
"SRR6046558",0
"ERR2513194",1
"ERR2513195",0
"ERR2513196",0
"ERR2513197",0
"ERR2513198",0
"ERR2513199",0
"ERR2513200",0
"ERR2513201",0
"ERR2513202",0
"ERR2513203",0
"SRR6046222",0
"ERR2513204",0
"ERR2513205",0
"ERR2513206",0
"ERR2513207",0
"ERR2513208",0
"SRR6045400",0
"ERR2512480",0
"ERR2513210",0
"ERR2513211",0
"ERR2513212",0
"SRR6046762",NA
"SRR6045496",0
"ERR2513213",0
"ERR2513214",0
"ERR2512878",1
"ERR2513216",0
"SRR3675285",0
"ERR2513217",0
"ERR2513218",0
"ERR2513219",0
"ERR2513220",0
"ERR2513221",1
"ERR2513222",0
"ERR2513223",0
"ERR2513224",0
"ERR2513225",0
"SRR6045549",0
"ERR2513227",0
"ERR2513228",0
"ERR2513229",NA
"ERR2512409",0
"ERR2513231",0
"ERR2513232",0
"ERR2513233",0
"ERR2513234",0
"ERR2513235",0
"ERR2513236",0
"ERR2513237",0
"ERR2513238",0
"ERR2513239",0
"ERR2513240",0
"ERR2513241",1
"ERR2513242",0
"ERR2513243",0
"ERR2513244",0
"SRR6046081",0
"ERR2513245",0
"ERR2513246",0
"ERR2513247",0
"ERR2513248",0
"SRR6046064",0
"ERR2513975",0
"ERR2513250",0
"SRR6046287",0
"ERR2513251",0
"SRR6046790",0
"ERR2513252",0
"ERR2513253",0
"ERR2513254",0
"ERR2513255",0
"SRR6045843",0
"ERR2513256",0
"ERR2513257",0
"ERR2513258",0
"SRR6045338",0
"ERR2513259",0
"ERR2513260",0
"SRR6046173",0
"SRR6046434",0
"ERR2513261",0
"ERR2513262",NA
"ERR2513263",0
"ERR2513264",0
"ERR2513265",0
"SRR6046905",0
"SRR6046398",0
"ERR2513266",0
"ERR2513267",0
"ERR2513268",0
"SRR6045774",0
"ERR2513269",0
"ERR2513270",0
"ERR2512691",NA
"ERR2513272",0
"ERR2513273",0
"ERR2513274",0
"ERR2513275",0
"ERR2513276",0
"ERR2513277",0
"ERR2513278",0
"SRR6046716",0
"ERR2513279",0
"ERR2513280",0
"ERR2513281",0
"SRR6046632",0
"ERR2513282",0
"SRR6045749",0
"ERR2513283",0
"ERR2513284",0
"SRR6046135",0
"ERR2513285",0
"SRR6045628",0
"ERR2513286",0
"ERR2513287",0
"ERR2513288",0
"SRR6045039",0
"ERR2513289",0
"ERR2513290",0
"ERR2513291",0
"ERR2513292",0
"SRR6046090",0
"ERR2513293",0
"ERR2513294",0
"ERR2513295",NA
"ERR2513296",0
"ERR2513297",0
"SRR6045396",0
"ERR2513298",0
"ERR2513299",0
"ERR2513300",0
"ERR2513301",0
"ERR2513302",1
"ERR2513303",0
"ERR2513304",0
"SRR6045900",0
"ERR2513638",0
"ERR2513306",0
"ERR2513307",0
"ERR2513308",0
"ERR2513309",0
"ERR2513310",0
"ERR2513311",0
"ERR2513312",0
"ERR2513313",0
"ERR2512410",0
"SRR6045057",0
"ERR2513315",0
"ERR2513316",0
"ERR2513317",0
"SRR6045613",0
"SRR6045516",0
"ERR2513318",0
"ERR2513319",0
"ERR2513320",0
"SRR6045173",0
"SRR6045430",0
"ERR2513321",0
"SRR6045734",0
"ERR2513322",0
"ERR2513323",0
"ERR2513324",0
"ERR2513325",0
"ERR2513326",0
"ERR2513327",0
"ERR2513328",0
"ERR2513329",0
"ERR2513330",0
"ERR2513331",0
"ERR2513332",0
"SRR6046072",0
"ERR2513532",0
"SRR6044981",0
"ERR2513334",0
"ERR2513335",0
"ERR2513336",0
"ERR2512717",0
"ERR2513338",0
"ERR2513339",0
"ERR2513340",0
"SRR6046279",0
"ERR2513341",0
"ERR2513342",0
"ERR2513343",0
"ERR2513344",0
"ERR2513345",0
"ERR2513346",0
"ERR2513347",0
"ERR2513348",0
"ERR2513349",0
"ERR2513350",0
"ERR2513351",0
"ERR2513352",1
"ERR2513353",0
"ERR2513354",0
"ERR2513355",0
"ERR2513356",0
"ERR2513357",0
"ERR2513358",0
"ERR2513359",0
"SRR6045890",0
"ERR2513360",0
"ERR2513361",0
"ERR2513362",0
"ERR2513363",0
"SRR6045942",NA
"ERR2513364",0
"ERR2513365",0
"SRR6045590",0
"ERR2513366",0
"SRR6046496",0
"ERR2512540",0
"ERR2513368",0
"ERR2513369",0
"ERR2513370",0
"ERR2513371",0
"ERR2512620",0
"ERR2513373",0
"ERR2513374",0
"ERR2513375",0
"ERR2513376",0
"ERR2513377",0
"ERR2513378",0
"ERR2513379",0
"ERR2513380",0
"ERR2513381",0
"ERR2513383",0
"ERR2513384",0
"ERR2513385",0
"ERR2513386",0
"ERR2513832",0
"SRR6044784",0
"ERR2513388",0
"ERR2513389",0
"ERR2513390",0
"ERR2513391",0
"ERR2513392",0
"ERR2513393",0
"ERR2513394",0
"SRR6044989",0
"SRR6045043",0
"ERR2513395",0
"SRR6046841",0
"ERR2513396",NA
"ERR2513397",0
"SRR6046285",0
"ERR2513398",0
"ERR2513399",0
"ERR2513230",0
"ERR2513401",0
"ERR2513402",0
"SRR6046796",0
"SRR6045342",0
"ERR2513156",0
"ERR2513404",0
"ERR2513405",0
"ERR2513406",0
"ERR2513407",0
"SRR6046122",0
"ERR2513408",1
"ERR2512405",0
"SRR6046483",0
"ERR2513410",0
"ERR2513412",0
"ERR2513413",0
"ERR2513414",0
"ERR2513415",0
"SRR6045210",0
"ERR2513416",0
"SRR6045803",NA
"ERR2513417",0
"ERR2513418",0
"ERR2513419",0
"ERR2513420",0
"ERR2513422",0
"SRR6046051",0
"SRR6045092",0
"ERR2513423",0
"SRR6045495",0
"ERR2513424",0
"ERR2513425",0
"SRR6044946",0
"ERR2513426",0
"ERR2513427",0
"ERR2513428",1
"ERR2513429",0
"ERR2513430",0
"ERR2513431",0
"SRR3675361",0
"ERR2513432",0
"SRR6044775",0
"ERR2513433",1
"SRR6046735",0
"ERR2513434",0
"ERR2513435",0
"ERR2513436",NA
"ERR2513437",0
"SRR6046374",NA
"ERR2513438",0
"SRR6046048",0
"ERR2513439",0
"SRR6045326",0
"ERR2513440",0
"SRR6046766",0
"ERR2513441",0
"ERR2513442",0
"ERR2513443",0
"ERR2513444",0
"ERR2513445",0
"ERR2513446",0
"ERR2513447",0
"ERR2513448",0
"ERR2513449",0
"ERR2513450",0
"SRR6045482",0
"ERR2513451",0
"ERR2513452",0
"ERR2513453",0
"ERR2513454",0
"ERR2513455",0
"ERR2513456",0
"ERR2513457",0
"SRR6046454",0
"ERR2513458",0
"ERR2513459",0
"ERR2513460",1
"ERR2513461",0
"ERR2513462",0
"ERR2513463",0
"ERR2513387",0
"ERR2513465",0
"ERR2513466",0
"SRR6045872",0
"ERR2513467",0
"SRR6045415",0
"ERR2513468",0
"ERR2513469",0
"ERR2513470",0
"ERR2513471",0
"SRR6046332",0
"SRR6046150",0
"ERR2513472",0
"SRR6044983",0
"ERR2513473",0
"ERR2513474",0
"SRR6045425",0
"ERR2513475",0
"ERR2513476",0
"ERR2513477",0
"ERR2513478",0
"SRR6045523",0
"ERR2513479",0
"ERR2513480",0
"ERR2513481",0
"ERR2513482",0
"ERR2513483",0
"ERR2513484",0
"SRR6045907",0
"ERR2513485",0
"ERR2513486",0
"ERR2513487",0
"ERR2513488",0
"SRR6046792",0
"SRR6045350",0
"ERR2513489",0
"ERR2513490",0
"SRR6045423",0
"ERR2513491",0
"ERR2513492",0
"ERR2513493",0
"ERR2513494",0
"ERR2513495",0
"ERR2513496",0
"ERR2513497",0
"ERR2513498",0
"ERR2513499",0
"ERR2513500",0
"ERR2513501",0
"ERR2513502",0
"ERR2513503",0
"ERR2513504",0
"ERR2513505",0
"SRR6046534",NA
"ERR2513506",0
"ERR2513507",0
"ERR2513508",0
"ERR2513509",NA
"ERR2513510",0
"ERR2513511",NA
"SRR6045576",0
"ERR2513512",0
"SRR3675440",0
"ERR2513513",0
"SRR6045019",1
"SRR6046636",0
"SRR6044975",0
"SRR6045125",0
"ERR2513333",0
"ERR2513515",0
"ERR2513516",0
"ERR2513517",0
"ERR2513518",0
"ERR2513519",0
"ERR2513520",0
"ERR2513521",0
"SRR6045685",0
"SRR6045686",0
"ERR2513523",0
"ERR2513524",0
"ERR2513525",0
"ERR2513526",0
"SRR6045777",0
"ERR2513527",0
"ERR2513528",0
"SRR6046065",0
"ERR2513529",0
"ERR2513530",0
"SRR6045885",0
"ERR2513531",0
"ERR2512414",0
"ERR2513533",0
"ERR2513534",0
"SRR6044888",0
"ERR2513535",0
"ERR2513536",0
"ERR2513537",0
"ERR2513538",0
"ERR2513539",0
"ERR2513540",0
